# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-02-06 14:35:10 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11497500 SPRAGUE RIVER NEAR BEATTY, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 11497500
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	11497500	1961-06-03	468	A
USGS	11497500	1961-06-04	439	A
USGS	11497500	1961-06-05	430	A
USGS	11497500	1961-06-06	400	A
USGS	11497500	1961-06-07	381	A
USGS	11497500	1961-06-08	356	A
USGS	11497500	1961-06-09	328	A
USGS	11497500	1961-06-10	292	A
USGS	11497500	1961-06-11	281	A
USGS	11497500	1961-06-12	301	A
USGS	11497500	1961-06-13	276	A
USGS	11497500	1961-06-14	268	A
USGS	11497500	1961-06-15	263	A
USGS	11497500	1961-06-16	252	A
USGS	11497500	1961-06-17	248	A
USGS	11497500	1961-06-18	239	A
USGS	11497500	1961-06-19	228	A
USGS	11497500	1961-06-20	221	A
USGS	11497500	1961-06-21	213	A
USGS	11497500	1961-06-22	202	A
USGS	11497500	1961-06-23	191	A
USGS	11497500	1961-06-24	173	A
USGS	11497500	1961-06-25	164	A
USGS	11497500	1961-06-26	158	A
USGS	11497500	1961-06-27	151	A
USGS	11497500	1961-06-28	142	A
USGS	11497500	1961-06-29	138	A
USGS	11497500	1961-06-30	131	A
USGS	11497500	1961-07-01	129	A
USGS	11497500	1961-07-02	125	A
USGS	11497500	1961-07-03	122	A
USGS	11497500	1961-07-04	125	A
USGS	11497500	1961-07-05	122	A
USGS	11497500	1961-07-06	122	A
USGS	11497500	1961-07-07	122	A
USGS	11497500	1961-07-08	120	A
USGS	11497500	1961-07-09	118	A
USGS	11497500	1961-07-10	111	A
USGS	11497500	1961-07-11	114	A
USGS	11497500	1961-07-12	114	A
USGS	11497500	1961-07-13	109	A
USGS	11497500	1961-07-14	109	A
USGS	11497500	1961-07-15	114	A
USGS	11497500	1961-07-16	118	A
USGS	11497500	1961-07-17	120	A
USGS	11497500	1961-07-18	118	A
USGS	11497500	1961-07-19	116	A
USGS	11497500	1961-07-20	114	A
USGS	11497500	1961-07-21	116	A
USGS	11497500	1961-07-22	118	A
USGS	11497500	1961-07-23	114	A
USGS	11497500	1961-07-24	114	A
USGS	11497500	1961-07-25	114	A
USGS	11497500	1961-07-26	109	A
USGS	11497500	1961-07-27	103	A
USGS	11497500	1961-07-28	103	A
USGS	11497500	1961-07-29	103	A
USGS	11497500	1961-07-30	100	A
USGS	11497500	1961-07-31	100	A
USGS	11497500	1961-08-01	94	A
USGS	11497500	1961-08-02	92	A
USGS	11497500	1961-08-03	94	A
USGS	11497500	1961-08-04	96	A
USGS	11497500	1961-08-05	96	A
USGS	11497500	1961-08-06	100	A
USGS	11497500	1961-08-07	105	A
USGS	11497500	1961-08-08	103	A
USGS	11497500	1961-08-09	103	A
USGS	11497500	1961-08-10	105	A
USGS	11497500	1961-08-11	100	A
USGS	11497500	1961-08-12	107	A
USGS	11497500	1961-08-13	111	A
USGS	11497500	1961-08-14	109	A
USGS	11497500	1961-08-15	105	A
USGS	11497500	1961-08-16	103	A
USGS	11497500	1961-08-17	105	A
USGS	11497500	1961-08-18	103	A
USGS	11497500	1961-08-19	98	A
USGS	11497500	1961-08-20	107	A
USGS	11497500	1961-08-21	105	A
USGS	11497500	1961-08-22	109	A
USGS	11497500	1961-08-23	107	A
USGS	11497500	1961-08-24	107	A
USGS	11497500	1961-08-25	107	A
USGS	11497500	1961-08-26	103	A
USGS	11497500	1961-08-27	107	A
USGS	11497500	1961-08-28	109	A
USGS	11497500	1961-08-29	116	A
USGS	11497500	1961-08-30	114	A
USGS	11497500	1961-08-31	105	A
USGS	11497500	1961-09-01	105	A
USGS	11497500	1961-09-02	111	A
USGS	11497500	1961-09-03	109	A
USGS	11497500	1961-09-04	114	A
USGS	11497500	1961-09-05	114	A
USGS	11497500	1961-09-06	114	A
USGS	11497500	1961-09-07	111	A
USGS	11497500	1961-09-08	111	A
USGS	11497500	1961-09-09	109	A
USGS	11497500	1961-09-10	111	A
USGS	11497500	1961-09-11	114	A
USGS	11497500	1961-09-12	116	A
USGS	11497500	1961-09-13	111	A
USGS	11497500	1961-09-14	98	A
USGS	11497500	1961-09-15	98	A
USGS	11497500	1961-09-16	100	A
USGS	11497500	1961-09-17	114	A
USGS	11497500	1961-09-18	171	A
USGS	11497500	1961-09-19	158	A
USGS	11497500	1961-09-20	151	A
USGS	11497500	1961-09-21	140	A
USGS	11497500	1961-09-22	133	A
USGS	11497500	1961-09-23	131	A
USGS	11497500	1961-09-24	133	A
USGS	11497500	1961-09-25	133	A
USGS	11497500	1961-09-26	131	A
USGS	11497500	1961-09-27	133	A
USGS	11497500	1961-09-28	136	A
USGS	11497500	1961-09-29	127	A
USGS	11497500	1961-09-30	127	A
USGS	11497500	1961-10-01	125	A
USGS	11497500	1961-10-02	127	A
USGS	11497500	1961-10-03	131	A
USGS	11497500	1961-10-04	129	A
USGS	11497500	1961-10-05	131	A
USGS	11497500	1961-10-06	127	A
USGS	11497500	1961-10-07	127	A
USGS	11497500	1961-10-08	133	A
USGS	11497500	1961-10-09	138	A
USGS	11497500	1961-10-10	138	A
USGS	11497500	1961-10-11	142	A
USGS	11497500	1961-10-12	151	A
USGS	11497500	1961-10-13	153	A
USGS	11497500	1961-10-14	149	A
USGS	11497500	1961-10-15	169	A
USGS	11497500	1961-10-16	151	A
USGS	11497500	1961-10-17	149	A
USGS	11497500	1961-10-18	147	A
USGS	11497500	1961-10-19	147	A
USGS	11497500	1961-10-20	144	A
USGS	11497500	1961-10-21	149	A
USGS	11497500	1961-10-22	147	A
USGS	11497500	1961-10-23	151	A
USGS	11497500	1961-10-24	151	A
USGS	11497500	1961-10-25	142	A
USGS	11497500	1961-10-26	142	A
USGS	11497500	1961-10-27	166	A
USGS	11497500	1961-10-28	184	A
USGS	11497500	1961-10-29	160	A
USGS	11497500	1961-10-30	158	A
USGS	11497500	1961-10-31	155	A
USGS	11497500	1961-11-01	155	A
USGS	11497500	1961-11-02	147	A
USGS	11497500	1961-11-03	149	A
USGS	11497500	1961-11-04	149	A
USGS	11497500	1961-11-05	140	A
USGS	11497500	1961-11-06	138	A
USGS	11497500	1961-11-07	140	A
USGS	11497500	1961-11-08	142	A
USGS	11497500	1961-11-09	142	A
USGS	11497500	1961-11-10	144	A
USGS	11497500	1961-11-11	144	A
USGS	11497500	1961-11-12	136	A
USGS	11497500	1961-11-13	129	A
USGS	11497500	1961-11-14	136	A
USGS	11497500	1961-11-15	140	A
USGS	11497500	1961-11-16	114	A
USGS	11497500	1961-11-17	120	A
USGS	11497500	1961-11-18	142	A
USGS	11497500	1961-11-19	131	A
USGS	11497500	1961-11-20	142	A
USGS	11497500	1961-11-21	144	A
USGS	11497500	1961-11-22	149	A
USGS	11497500	1961-11-23	151	A
USGS	11497500	1961-11-24	160	A
USGS	11497500	1961-11-25	158	A
USGS	11497500	1961-11-26	171	A
USGS	11497500	1961-11-27	180	A
USGS	11497500	1961-11-28	184	A
USGS	11497500	1961-11-29	173	A
USGS	11497500	1961-11-30	182	A
USGS	11497500	1961-12-01	184	A
USGS	11497500	1961-12-02	252	A
USGS	11497500	1961-12-03	230	A
USGS	11497500	1961-12-04	191	A
USGS	11497500	1961-12-05	177	A
USGS	11497500	1961-12-06	164	A
USGS	11497500	1961-12-07	147	A
USGS	11497500	1961-12-08	160	A
USGS	11497500	1961-12-09	149	A
USGS	11497500	1961-12-10	136	A
USGS	11497500	1961-12-11	120	A
USGS	11497500	1961-12-12	140	A
USGS	11497500	1961-12-13	153	A
USGS	11497500	1961-12-14	164	A
USGS	11497500	1961-12-15	160	A
USGS	11497500	1961-12-16	158	A
USGS	11497500	1961-12-17	162	A
USGS	11497500	1961-12-18	153	A
USGS	11497500	1961-12-19	155	A
USGS	11497500	1961-12-20	182	A
USGS	11497500	1961-12-21	308	A
USGS	11497500	1961-12-22	310	A
USGS	11497500	1961-12-23	226	A
USGS	11497500	1961-12-24	191	A
USGS	11497500	1961-12-25	193	A
USGS	11497500	1961-12-26	175	A
USGS	11497500	1961-12-27	175	A
USGS	11497500	1961-12-28	171	A
USGS	11497500	1961-12-29	171	A
USGS	11497500	1961-12-30	162	A
USGS	11497500	1961-12-31	158	A
USGS	11497500	1962-01-01	160	A
USGS	11497500	1962-01-02	158	A
USGS	11497500	1962-01-03	169	A
USGS	11497500	1962-01-04	158	A
USGS	11497500	1962-01-05	151	A
USGS	11497500	1962-01-06	169	A
USGS	11497500	1962-01-07	166	A
USGS	11497500	1962-01-08	173	A
USGS	11497500	1962-01-09	164	A
USGS	11497500	1962-01-10	166	A
USGS	11497500	1962-01-11	153	A
USGS	11497500	1962-01-12	175	A
USGS	11497500	1962-01-13	166	A
USGS	11497500	1962-01-14	142	A
USGS	11497500	1962-01-15	166	A
USGS	11497500	1962-01-16	140	A
USGS	11497500	1962-01-17	155	A
USGS	11497500	1962-01-18	169	A
USGS	11497500	1962-01-19	162	A
USGS	11497500	1962-01-20	153	A
USGS	11497500	1962-01-21	125	A
USGS	11497500	1962-01-22	130	A
USGS	11497500	1962-01-23	135	A
USGS	11497500	1962-01-24	140	A
USGS	11497500	1962-01-25	150	A
USGS	11497500	1962-01-26	160	A
USGS	11497500	1962-01-27	160	A
USGS	11497500	1962-01-28	160	A
USGS	11497500	1962-01-29	158	A
USGS	11497500	1962-01-30	155	A
USGS	11497500	1962-01-31	155	A
USGS	11497500	1962-02-01	155	A
USGS	11497500	1962-02-02	158	A
USGS	11497500	1962-02-03	158	A
USGS	11497500	1962-02-04	155	A
USGS	11497500	1962-02-05	158	A
USGS	11497500	1962-02-06	160	A
USGS	11497500	1962-02-07	180	A
USGS	11497500	1962-02-08	497	A
USGS	11497500	1962-02-09	701	A
USGS	11497500	1962-02-10	855	A
USGS	11497500	1962-02-11	893	A
USGS	11497500	1962-02-12	581	A
USGS	11497500	1962-02-13	480	A
USGS	11497500	1962-02-14	583	A
USGS	11497500	1962-02-15	518	A
USGS	11497500	1962-02-16	430	A
USGS	11497500	1962-02-17	315	A
USGS	11497500	1962-02-18	263	A
USGS	11497500	1962-02-19	237	A
USGS	11497500	1962-02-20	232	A
USGS	11497500	1962-02-21	210	A
USGS	11497500	1962-02-22	197	A
USGS	11497500	1962-02-23	191	A
USGS	11497500	1962-02-24	173	A
USGS	11497500	1962-02-25	160	A
USGS	11497500	1962-02-26	127	A
USGS	11497500	1962-02-27	136	A
USGS	11497500	1962-02-28	158	A
USGS	11497500	1962-03-01	158	A
USGS	11497500	1962-03-02	160	A
USGS	11497500	1962-03-03	153	A
USGS	11497500	1962-03-04	155	A
USGS	11497500	1962-03-05	155	A
USGS	11497500	1962-03-06	202	A
USGS	11497500	1962-03-07	319	A
USGS	11497500	1962-03-08	368	A
USGS	11497500	1962-03-09	303	A
USGS	11497500	1962-03-10	215	A
USGS	11497500	1962-03-11	177	A
USGS	11497500	1962-03-12	155	A
USGS	11497500	1962-03-13	151	A
USGS	11497500	1962-03-14	160	A
USGS	11497500	1962-03-15	182	A
USGS	11497500	1962-03-16	195	A
USGS	11497500	1962-03-17	208	A
USGS	11497500	1962-03-18	210	A
USGS	11497500	1962-03-19	232	A
USGS	11497500	1962-03-20	268	A
USGS	11497500	1962-03-21	287	A
USGS	11497500	1962-03-22	241	A
USGS	11497500	1962-03-23	243	A
USGS	11497500	1962-03-24	230	A
USGS	11497500	1962-03-25	263	A
USGS	11497500	1962-03-26	358	A
USGS	11497500	1962-03-27	485	A
USGS	11497500	1962-03-28	523	A
USGS	11497500	1962-03-29	458	A
USGS	11497500	1962-03-30	432	A
USGS	11497500	1962-03-31	451	A
USGS	11497500	1962-04-01	502	A
USGS	11497500	1962-04-02	552	A
USGS	11497500	1962-04-03	557	A
USGS	11497500	1962-04-04	554	A
USGS	11497500	1962-04-05	608	A
USGS	11497500	1962-04-06	662	A
USGS	11497500	1962-04-07	722	A
USGS	11497500	1962-04-08	822	A
USGS	11497500	1962-04-09	833	A
USGS	11497500	1962-04-10	706	A
USGS	11497500	1962-04-11	632	A
USGS	11497500	1962-04-12	628	A
USGS	11497500	1962-04-13	662	A
USGS	11497500	1962-04-14	698	A
USGS	11497500	1962-04-15	727	A
USGS	11497500	1962-04-16	766	A
USGS	11497500	1962-04-17	724	A
USGS	11497500	1962-04-18	704	A
USGS	11497500	1962-04-19	688	A
USGS	11497500	1962-04-20	672	A
USGS	11497500	1962-04-21	620	A
USGS	11497500	1962-04-22	598	A
USGS	11497500	1962-04-23	612	A
USGS	11497500	1962-04-24	630	A
USGS	11497500	1962-04-25	625	A
USGS	11497500	1962-04-26	578	A
USGS	11497500	1962-04-27	550	A
USGS	11497500	1962-04-28	625	A
USGS	11497500	1962-04-29	610	A
USGS	11497500	1962-04-30	523	A
USGS	11497500	1962-05-01	482	A
USGS	11497500	1962-05-02	466	A
USGS	11497500	1962-05-03	497	A
USGS	11497500	1962-05-04	485	A
USGS	11497500	1962-05-05	468	A
USGS	11497500	1962-05-06	461	A
USGS	11497500	1962-05-07	456	A
USGS	11497500	1962-05-08	416	A
USGS	11497500	1962-05-09	420	A
USGS	11497500	1962-05-10	414	A
USGS	11497500	1962-05-11	402	A
USGS	11497500	1962-05-12	393	A
USGS	11497500	1962-05-13	365	A
USGS	11497500	1962-05-14	345	A
USGS	11497500	1962-05-15	326	A
USGS	11497500	1962-05-16	308	A
USGS	11497500	1962-05-17	287	A
USGS	11497500	1962-05-18	261	A
USGS	11497500	1962-05-19	310	A
USGS	11497500	1962-05-20	328	A
USGS	11497500	1962-05-21	324	A
USGS	11497500	1962-05-22	296	A
USGS	11497500	1962-05-23	356	A
USGS	11497500	1962-05-24	418	A
USGS	11497500	1962-05-25	400	A
USGS	11497500	1962-05-26	451	A
USGS	11497500	1962-05-27	473	A
USGS	11497500	1962-05-28	386	A
USGS	11497500	1962-05-29	340	A
USGS	11497500	1962-05-30	324	A
USGS	11497500	1962-05-31	312	A
USGS	11497500	1962-06-01	268	A
USGS	11497500	1962-06-02	281	A
USGS	11497500	1962-06-03	340	A
USGS	11497500	1962-06-04	317	A
USGS	11497500	1962-06-05	261	A
USGS	11497500	1962-06-06	259	A
USGS	11497500	1962-06-07	252	A
USGS	11497500	1962-06-08	239	A
USGS	11497500	1962-06-09	228	A
USGS	11497500	1962-06-10	221	A
USGS	11497500	1962-06-11	210	A
USGS	11497500	1962-06-12	208	A
USGS	11497500	1962-06-13	199	A
USGS	11497500	1962-06-14	206	A
USGS	11497500	1962-06-15	208	A
USGS	11497500	1962-06-16	193	A
USGS	11497500	1962-06-17	177	A
USGS	11497500	1962-06-18	153	A
USGS	11497500	1962-06-19	138	A
USGS	11497500	1962-06-20	144	A
USGS	11497500	1962-06-21	147	A
USGS	11497500	1962-06-22	140	A
USGS	11497500	1962-06-23	138	A
USGS	11497500	1962-06-24	138	A
USGS	11497500	1962-06-25	138	A
USGS	11497500	1962-06-26	136	A
USGS	11497500	1962-06-27	136	A
USGS	11497500	1962-06-28	136	A
USGS	11497500	1962-06-29	131	A
USGS	11497500	1962-06-30	131	A
USGS	11497500	1962-07-01	127	A
USGS	11497500	1962-07-02	120	A
USGS	11497500	1962-07-03	122	A
USGS	11497500	1962-07-04	120	A
USGS	11497500	1962-07-05	120	A
USGS	11497500	1962-07-06	118	A
USGS	11497500	1962-07-07	118	A
USGS	11497500	1962-07-08	118	A
USGS	11497500	1962-07-09	116	A
USGS	11497500	1962-07-10	116	A
USGS	11497500	1962-07-11	111	A
USGS	11497500	1962-07-12	109	A
USGS	11497500	1962-07-13	109	A
USGS	11497500	1962-07-14	109	A
USGS	11497500	1962-07-15	107	A
USGS	11497500	1962-07-16	109	A
USGS	11497500	1962-07-17	109	A
USGS	11497500	1962-07-18	107	A
USGS	11497500	1962-07-19	107	A
USGS	11497500	1962-07-20	116	A
USGS	11497500	1962-07-21	118	A
USGS	11497500	1962-07-22	107	A
USGS	11497500	1962-07-23	103	A
USGS	11497500	1962-07-24	105	A
USGS	11497500	1962-07-25	103	A
USGS	11497500	1962-07-26	96	A
USGS	11497500	1962-07-27	100	A
USGS	11497500	1962-07-28	96	A
USGS	11497500	1962-07-29	98	A
USGS	11497500	1962-07-30	98	A
USGS	11497500	1962-07-31	100	A
USGS	11497500	1962-08-01	100	A
USGS	11497500	1962-08-02	100	A
USGS	11497500	1962-08-03	96	A
USGS	11497500	1962-08-04	98	A
USGS	11497500	1962-08-05	98	A
USGS	11497500	1962-08-06	98	A
USGS	11497500	1962-08-07	98	A
USGS	11497500	1962-08-08	103	A
USGS	11497500	1962-08-09	105	A
USGS	11497500	1962-08-10	111	A
USGS	11497500	1962-08-11	109	A
USGS	11497500	1962-08-12	107	A
USGS	11497500	1962-08-13	103	A
USGS	11497500	1962-08-14	107	A
USGS	11497500	1962-08-15	107	A
USGS	11497500	1962-08-16	105	A
USGS	11497500	1962-08-17	105	A
USGS	11497500	1962-08-18	105	A
USGS	11497500	1962-08-19	105	A
USGS	11497500	1962-08-20	105	A
USGS	11497500	1962-08-21	105	A
USGS	11497500	1962-08-22	105	A
USGS	11497500	1962-08-23	105	A
USGS	11497500	1962-08-24	100	A
USGS	11497500	1962-08-25	100	A
USGS	11497500	1962-08-26	100	A
USGS	11497500	1962-08-27	100	A
USGS	11497500	1962-08-28	100	A
USGS	11497500	1962-08-29	100	A
USGS	11497500	1962-08-30	100	A
USGS	11497500	1962-08-31	100	A
USGS	11497500	1962-09-01	105	A
USGS	11497500	1962-09-02	105	A
USGS	11497500	1962-09-03	105	A
USGS	11497500	1962-09-04	105	A
USGS	11497500	1962-09-05	105	A
USGS	11497500	1962-09-06	105	A
USGS	11497500	1962-09-07	105	A
USGS	11497500	1962-09-08	105	A
USGS	11497500	1962-09-09	100	A
USGS	11497500	1962-09-10	100	A
USGS	11497500	1962-09-11	100	A
USGS	11497500	1962-09-12	100	A
USGS	11497500	1962-09-13	103	A
USGS	11497500	1962-09-14	103	A
USGS	11497500	1962-09-15	98	A
USGS	11497500	1962-09-16	103	A
USGS	11497500	1962-09-17	100	A
USGS	11497500	1962-09-18	98	A
USGS	11497500	1962-09-19	103	A
USGS	11497500	1962-09-20	103	A
USGS	11497500	1962-09-21	107	A
USGS	11497500	1962-09-22	105	A
USGS	11497500	1962-09-23	103	A
USGS	11497500	1962-09-24	103	A
USGS	11497500	1962-09-25	109	A
USGS	11497500	1962-09-26	107	A
USGS	11497500	1962-09-27	111	A
USGS	11497500	1962-09-28	127	A
USGS	11497500	1962-09-29	175	A
USGS	11497500	1962-09-30	153	A
USGS	11497500	1962-10-01	142	A
USGS	11497500	1962-10-02	134	A
USGS	11497500	1962-10-03	138	A
USGS	11497500	1962-10-04	157	A
USGS	11497500	1962-10-05	163	A
USGS	11497500	1962-10-06	155	A
USGS	11497500	1962-10-07	150	A
USGS	11497500	1962-10-08	157	A
USGS	11497500	1962-10-09	203	A
USGS	11497500	1962-10-10	441	A
USGS	11497500	1962-10-11	590	A
USGS	11497500	1962-10-12	752	A
USGS	11497500	1962-10-13	1660	A
USGS	11497500	1962-10-14	2240	A
USGS	11497500	1962-10-15	1380	A
USGS	11497500	1962-10-16	660	A
USGS	11497500	1962-10-17	392	A
USGS	11497500	1962-10-18	321	A
USGS	11497500	1962-10-19	293	A
USGS	11497500	1962-10-20	284	A
USGS	11497500	1962-10-21	276	A
USGS	11497500	1962-10-22	267	A
USGS	11497500	1962-10-23	260	A
USGS	11497500	1962-10-24	256	A
USGS	11497500	1962-10-25	251	A
USGS	11497500	1962-10-26	247	A
USGS	11497500	1962-10-27	238	A
USGS	11497500	1962-10-28	232	A
USGS	11497500	1962-10-29	223	A
USGS	11497500	1962-10-30	218	A
USGS	11497500	1962-10-31	212	A
USGS	11497500	1962-11-01	207	A
USGS	11497500	1962-11-02	203	A
USGS	11497500	1962-11-03	201	A
USGS	11497500	1962-11-04	197	A
USGS	11497500	1962-11-05	199	A
USGS	11497500	1962-11-06	205	A
USGS	11497500	1962-11-07	192	A
USGS	11497500	1962-11-08	188	A
USGS	11497500	1962-11-09	195	A
USGS	11497500	1962-11-10	251	A
USGS	11497500	1962-11-11	234	A
USGS	11497500	1962-11-12	309	A
USGS	11497500	1962-11-13	360	A
USGS	11497500	1962-11-14	291	A
USGS	11497500	1962-11-15	265	A
USGS	11497500	1962-11-16	251	A
USGS	11497500	1962-11-17	240	A
USGS	11497500	1962-11-18	238	A
USGS	11497500	1962-11-19	236	A
USGS	11497500	1962-11-20	238	A
USGS	11497500	1962-11-21	251	A
USGS	11497500	1962-11-22	245	A
USGS	11497500	1962-11-23	245	A
USGS	11497500	1962-11-24	221	A
USGS	11497500	1962-11-25	216	A
USGS	11497500	1962-11-26	247	A
USGS	11497500	1962-11-27	513	A
USGS	11497500	1962-11-28	439	A
USGS	11497500	1962-11-29	287	A
USGS	11497500	1962-11-30	273	A
USGS	11497500	1962-12-01	342	A
USGS	11497500	1962-12-02	431	A
USGS	11497500	1962-12-03	806	A
USGS	11497500	1962-12-04	688	A
USGS	11497500	1962-12-05	401	A
USGS	11497500	1962-12-06	348	A
USGS	11497500	1962-12-07	321	A
USGS	11497500	1962-12-08	293	A
USGS	11497500	1962-12-09	276	A
USGS	11497500	1962-12-10	262	A
USGS	11497500	1962-12-11	247	A
USGS	11497500	1962-12-12	236	A
USGS	11497500	1962-12-13	249	A
USGS	11497500	1962-12-14	271	A
USGS	11497500	1962-12-15	401	A
USGS	11497500	1962-12-16	856	A
USGS	11497500	1962-12-17	869	A
USGS	11497500	1962-12-18	923	A
USGS	11497500	1962-12-19	739	A
USGS	11497500	1962-12-20	539	A
USGS	11497500	1962-12-21	477	A
USGS	11497500	1962-12-22	439	A
USGS	11497500	1962-12-23	406	A
USGS	11497500	1962-12-24	300	A
USGS	11497500	1962-12-25	260	A
USGS	11497500	1962-12-26	251	A
USGS	11497500	1962-12-27	254	A
USGS	11497500	1962-12-28	273	A
USGS	11497500	1962-12-29	282	A
USGS	11497500	1962-12-30	265	A
USGS	11497500	1962-12-31	265	A
USGS	11497500	1963-01-01	249	A
USGS	11497500	1963-01-02	254	A
USGS	11497500	1963-01-03	271	A
USGS	11497500	1963-01-04	260	A
USGS	11497500	1963-01-05	232	A
USGS	11497500	1963-01-06	225	A
USGS	11497500	1963-01-07	225	A
USGS	11497500	1963-01-08	210	A
USGS	11497500	1963-01-09	210	A
USGS	11497500	1963-01-10	205	A
USGS	11497500	1963-01-11	138	A
USGS	11497500	1963-01-12	134	A
USGS	11497500	1963-01-13	136	A
USGS	11497500	1963-01-14	167	A
USGS	11497500	1963-01-15	188	A
USGS	11497500	1963-01-16	186	A
USGS	11497500	1963-01-17	176	A
USGS	11497500	1963-01-18	172	A
USGS	11497500	1963-01-19	157	A
USGS	11497500	1963-01-20	153	A
USGS	11497500	1963-01-21	165	A
USGS	11497500	1963-01-22	169	A
USGS	11497500	1963-01-23	165	A
USGS	11497500	1963-01-24	163	A
USGS	11497500	1963-01-25	163	A
USGS	11497500	1963-01-26	155	A
USGS	11497500	1963-01-27	150	A
USGS	11497500	1963-01-28	148	A
USGS	11497500	1963-01-29	159	A
USGS	11497500	1963-01-30	159	A
USGS	11497500	1963-01-31	242	A
USGS	11497500	1963-02-01	1420	A
USGS	11497500	1963-02-02	1970	A
USGS	11497500	1963-02-03	909	A
USGS	11497500	1963-02-04	1070	A
USGS	11497500	1963-02-05	798	A
USGS	11497500	1963-02-06	587	A
USGS	11497500	1963-02-07	518	A
USGS	11497500	1963-02-08	479	A
USGS	11497500	1963-02-09	448	A
USGS	11497500	1963-02-10	431	A
USGS	11497500	1963-02-11	397	A
USGS	11497500	1963-02-12	360	A
USGS	11497500	1963-02-13	362	A
USGS	11497500	1963-02-14	358	A
USGS	11497500	1963-02-15	353	A
USGS	11497500	1963-02-16	335	A
USGS	11497500	1963-02-17	339	A
USGS	11497500	1963-02-18	346	A
USGS	11497500	1963-02-19	406	A
USGS	11497500	1963-02-20	470	A
USGS	11497500	1963-02-21	627	A
USGS	11497500	1963-02-22	539	A
USGS	11497500	1963-02-23	458	A
USGS	11497500	1963-02-24	429	A
USGS	11497500	1963-02-25	408	A
USGS	11497500	1963-02-26	443	A
USGS	11497500	1963-02-27	458	A
USGS	11497500	1963-02-28	404	A
USGS	11497500	1963-03-01	380	A
USGS	11497500	1963-03-02	360	A
USGS	11497500	1963-03-03	340	A
USGS	11497500	1963-03-04	330	A
USGS	11497500	1963-03-05	350	A
USGS	11497500	1963-03-06	353	A
USGS	11497500	1963-03-07	332	A
USGS	11497500	1963-03-08	319	A
USGS	11497500	1963-03-09	307	A
USGS	11497500	1963-03-10	296	A
USGS	11497500	1963-03-11	293	A
USGS	11497500	1963-03-12	280	A
USGS	11497500	1963-03-13	262	A
USGS	11497500	1963-03-14	271	A
USGS	11497500	1963-03-15	271	A
USGS	11497500	1963-03-16	271	A
USGS	11497500	1963-03-17	273	A
USGS	11497500	1963-03-18	271	A
USGS	11497500	1963-03-19	267	A
USGS	11497500	1963-03-20	284	A
USGS	11497500	1963-03-21	307	A
USGS	11497500	1963-03-22	307	A
USGS	11497500	1963-03-23	302	A
USGS	11497500	1963-03-24	293	A
USGS	11497500	1963-03-25	280	A
USGS	11497500	1963-03-26	271	A
USGS	11497500	1963-03-27	293	A
USGS	11497500	1963-03-28	424	A
USGS	11497500	1963-03-29	491	A
USGS	11497500	1963-03-30	455	A
USGS	11497500	1963-03-31	470	A
USGS	11497500	1963-04-01	470	A
USGS	11497500	1963-04-02	406	A
USGS	11497500	1963-04-03	385	A
USGS	11497500	1963-04-04	372	A
USGS	11497500	1963-04-05	374	A
USGS	11497500	1963-04-06	635	A
USGS	11497500	1963-04-07	1250	A
USGS	11497500	1963-04-08	1080	A
USGS	11497500	1963-04-09	918	A
USGS	11497500	1963-04-10	1140	A
USGS	11497500	1963-04-11	1010	A
USGS	11497500	1963-04-12	770	A
USGS	11497500	1963-04-13	680	A
USGS	11497500	1963-04-14	660	A
USGS	11497500	1963-04-15	734	A
USGS	11497500	1963-04-16	744	A
USGS	11497500	1963-04-17	750	A
USGS	11497500	1963-04-18	774	A
USGS	11497500	1963-04-19	774	A
USGS	11497500	1963-04-20	747	A
USGS	11497500	1963-04-21	672	A
USGS	11497500	1963-04-22	634	A
USGS	11497500	1963-04-23	657	A
USGS	11497500	1963-04-24	662	A
USGS	11497500	1963-04-25	637	A
USGS	11497500	1963-04-26	614	A
USGS	11497500	1963-04-27	627	A
USGS	11497500	1963-04-28	600	A
USGS	11497500	1963-04-29	602	A
USGS	11497500	1963-04-30	642	A
USGS	11497500	1963-05-01	682	A
USGS	11497500	1963-05-02	702	A
USGS	11497500	1963-05-03	724	A
USGS	11497500	1963-05-04	787	A
USGS	11497500	1963-05-05	832	A
USGS	11497500	1963-05-06	851	A
USGS	11497500	1963-05-07	895	A
USGS	11497500	1963-05-08	1130	A
USGS	11497500	1963-05-09	1320	A
USGS	11497500	1963-05-10	1300	A
USGS	11497500	1963-05-11	1100	A
USGS	11497500	1963-05-12	966	A
